classification_2019,classification_2020,classification_2021,es_espurio,temperature_2m,total_precipitation_sum
19,19,19,0,295.5124200077074,0.06382278802337164
3,3,3,0,295.8693333637757,0.06860250435612514
3,3,3,0,296.14254751126276,0.06282436427813683
25,25,25,0,296.2172043233505,0.06069794994932328
3,3,3,0,295.88065374025535,0.06264606691739871
3,3,3,0,295.40622277459016,0.06602148912689998
19,19,19,0,296.5459603383044,0.056217544549126565
19,19,19,0,296.3176169374014,0.06561754348220343
19,19,19,0,295.63721070386663,0.07072223551414325
19,19,15,0,296.4335916620826,0.05249607018969371
3,3,3,0,296.0564993516303,0.05964094477238172
15,15,15,0,295.72014548791407,0.06671640105388477
3,3,3,0,296.4043866692203,0.05407767447175497
3,3,3,0,295.9764826125632,0.06699715259017462
3,3,3,0,296.2149440350857,0.06528349297585005
19,15,15,0,295.8304949869917,0.06151896419467443
19,19,19,0,295.81793328825137,0.0621839819087775
19,19,19,0,296.2521072277901,0.06019686736009433
19,19,19,0,295.93546360275616,0.06634235086383337
3,3,3,0,296.0176068900989,0.06397034180503998
19,19,19,0,296.0716358164129,0.06359066891016478
3,3,3,0,296.2149440350857,0.06528349297585005
3,3,3,0,295.49569428129826,0.06548917370380873
19,19,19,0,296.1467367646839,0.06166833964329873
19,19,19,0,295.66587285196533,0.06641133206429
19,19,19,0,295.9683738052734,0.06636406558098311
19,19,19,0,295.62132868181374,0.07389605246327235
19,19,15,0,296.0629448517141,0.06685742191813304
19,19,19,0,295.39927575728,0.06985048654021735
3,3,3,0,296.5333447396345,0.059385589781819924
19,19,19,0,295.9180068666313,0.06065890642346853
3,3,3,0,296.14925246821764,0.05902617004853402
3,3,3,0,296.08119056322556,0.06452904842636897
19,19,19,0,296.0236567889304,0.061845467262883126
3,3,3,0,296.5841916276357,0.06632733421864027
19,19,19,0,296.0390995346296,0.06735998965642764
19,19,19,0,296.0473957183153,0.06583212765397543
3,3,3,0,295.9957205254348,0.06399711546641502
19,19,19,0,295.56311433220884,0.07028252956610832
19,19,19,0,296.0549977449671,0.06652843283953185
3,3,3,0,296.01777485911043,0.0654905197753699
19,19,19,0,296.17706437921436,0.0629146442049932
19,19,19,0,295.8525976370857,0.06903125422539229
3,3,3,0,295.8525976370857,0.06903125422539229
19,19,19,0,295.89504993079254,0.06902914943637366
3,3,3,0,296.2562852085788,0.060900275432486474
19,19,19,0,295.714501400076,0.07110852824987883
19,19,19,0,295.8525976370857,0.06903125422539229
19,19,19,0,295.9764826125632,0.06699715259017462
19,19,19,0,295.4267408363094,0.07075663360299582
19,19,19,0,296.19934586913064,0.06193427694183503
19,19,19,0,295.76974029524314,0.06296027901114935
19,19,19,0,296.13434214380607,0.06502354097705994
3,3,3,0,296.6165030718252,0.0685778118902635
3,3,19,0,296.4988583641156,0.05230809204123332
19,19,19,0,295.6183473949266,0.07247826782208595
3,3,3,0,296.3854652092885,0.05512205463987504
3,3,3,0,296.3654169935519,0.059343949728627145
3,3,3,0,296.5252283409824,0.06502454804720396
3,3,3,0,296.32752908147694,0.06452745896917496
3,3,3,0,296.098189145675,0.06038353793165996
19,19,19,0,295.68733248173936,0.07122493984641547
3,3,3,0,295.81044760130095,0.06527525015018298
19,19,4,0,295.92508291622977,0.06568019044738922
3,3,3,0,296.3654169935519,0.059343949728627145
3,3,3,0,295.89200453373206,0.06779885989767227
19,19,19,0,296.6826699786697,0.05469474024913623
3,3,3,0,295.99212301857796,0.06790216219764862
3,3,3,0,296.1748983420248,0.06128473532539521
3,3,3,0,296.2860594346753,0.05992857691985284
4,4,4,0,295.7364388466372,0.06959292493603542
19,19,19,0,295.59652691871065,0.07163949635964546
3,3,3,0,296.23104397324033,0.06413080992640967
19,19,19,0,295.9649225665421,0.06527516819379642
19,19,19,0,295.4161939024695,0.07072840707840437
3,3,15,0,296.1794279799102,0.05882265123071188
3,3,3,0,296.3760481804493,0.059794945789793275
3,3,3,0,295.70857569029897,0.0721557731662384
19,19,19,0,296.1796819724588,0.0638878626360686
19,19,19,0,295.90584519245084,0.06840588974298949
19,19,19,0,296.5375795437439,0.05870804764173343
19,19,19,0,295.94576055748684,0.06768913147193108
19,19,19,0,295.9527129335093,0.062400120768367394
19,19,19,0,295.5252683941564,0.06948257811210468
19,19,19,0,296.4313657001527,0.05798201215606843
3,3,3,0,296.2222327351114,0.05907583437702968
3,3,3,0,296.0629448517141,0.06685742191813304
19,19,19,0,295.5989408185307,0.06388573301178131
19,19,19,0,295.4231071212445,0.06892881867629204
3,3,3,0,296.47919149803687,0.060679122332154854
3,3,3,0,295.82051239135274,0.06284780132116789
3,3,3,0,296.5007630313808,0.0673757799202394
19,19,19,0,295.39927575728,0.06985048654021735
3,3,3,0,296.3566742016497,0.06177420742652728
19,19,15,0,296.0566614122535,0.06229094989440753
3,3,3,0,296.15225853327104,0.06372126765392139
3,3,3,0,296.2383239181798,0.06480208116116042
19,19,19,0,295.92508291622977,0.06568019044738922
19,19,15,0,295.3973865787576,0.07160800648075256
19,19,19,0,295.49440690242614,0.06786511170210356
3,3,3,0,296.19934586913064,0.06193427694183503
3,3,3,0,296.2860594346753,0.05992857691985284
19,19,4,0,296.2910396180262,0.05908161106051916
3,3,3,0,296.38053910540435,0.05634627319715335
3,3,3,0,295.8005773663732,0.07012366207780356
3,3,3,0,295.8681798488588,0.06941945306799724
15,15,15,0,295.9180068666313,0.06065890642346853
15,15,15,0,295.7899147898591,0.07045362842422638
3,3,3,0,295.6570842677287,0.07099479141177649
19,19,19,0,296.13434214380607,0.06502354097705994
19,19,19,0,295.49569428129826,0.06548917370380873
3,3,3,0,296.3054250076567,0.05818792385202561
19,19,19,0,296.29666682155806,0.05780488577824746
19,19,19,0,295.91374419525715,0.06715551964781596
19,19,19,0,296.1680858864515,0.06355293544473166
3,3,3,0,295.81640015970726,0.06879090842944298
3,3,3,0,296.6819343334202,0.06789971592368597
19,19,19,0,296.1796819724588,0.0638878626360686
3,3,3,0,296.5076519816845,0.05171100251219585
19,19,19,0,295.71774693803474,0.06122518159292056
3,3,3,0,296.0564993516303,0.05964094477238172
19,19,19,0,295.8693333637757,0.06860250435612514
19,15,15,0,295.58609524106174,0.06202957483472341
3,3,3,0,296.3405942291047,0.05610963779034132
3,3,3,0,296.14090036342435,0.06256775510650787
19,19,19,0,296.44570104462633,0.058776045365551255
19,19,19,0,296.4335916620826,0.05249607018969371
3,3,3,0,296.2562852085788,0.060900275432486474
3,3,3,0,296.26087202307605,0.0621395677560758
3,3,3,0,296.3079814244283,0.059212505343972786
19,19,19,0,295.6554502681096,0.07481662385008647
19,19,19,0,296.49945691750935,0.06472817636869266
3,3,3,0,295.7835360479989,0.06331593868476067
3,3,3,0,296.1748983420248,0.06128473532539521
19,19,19,0,295.80633480992145,0.0690990582341146
19,19,19,0,295.76974029524314,0.06296027901114935
3,3,3,0,295.8693333637757,0.06860250435612514
3,3,3,0,296.5409058848265,0.05943567879340961
3,3,3,0,295.7250532244229,0.07192728248578224
3,3,3,0,296.11850166503694,0.06049941184463018
3,3,3,0,295.8951288910185,0.06024274679364675
3,3,3,0,296.3760481804493,0.059794945789793275
15,19,19,0,296.363658737489,0.05506578040462647
19,19,19,0,295.63721070386663,0.07072223551414325
19,19,19,0,295.50546124478194,0.06833616596800003
3,3,3,0,296.2479752636317,0.06222383878968074
3,3,3,0,295.90584519245084,0.06840588974298949
3,3,3,0,296.4753503982194,0.06192279559713517
19,19,19,0,296.0564993516303,0.05964094477238172
19,19,19,0,296.58298378029036,0.06752212422432417
19,19,19,0,295.38211442799224,0.07095985315583064
3,3,3,0,296.3624606857418,0.060297138515531166
3,3,3,0,295.49569428129826,0.06548917370380873
19,19,19,0,295.8357693616565,0.06841514212232742
19,19,3,0,296.34106873802926,0.0662033962939373
3,19,19,0,295.87955090667117,0.06792448165359015
3,3,3,0,295.82051239135274,0.06284780132116789
19,19,19,0,295.4445300932127,0.07175296249331946
19,19,19,0,295.7899147898591,0.07045362842422638
4,19,19,0,296.39095551005715,0.06047802495302671
19,19,19,0,295.5088874687298,0.06794245245398993
3,3,3,0,296.2240907206532,0.0590818358197005
19,19,19,0,295.4012026798846,0.07052072959484572
3,3,3,0,296.42856470723973,0.06382974686564917
15,15,15,0,296.5459603383044,0.056217544549126565
19,19,19,0,296.0629448517141,0.06685742191813304
19,19,19,0,295.82051239135274,0.06284780132116789
3,3,3,0,296.4067126417536,0.055131460997878655
19,19,19,0,295.5937097025611,0.07344740085146739
4,4,4,0,295.4916598710486,0.06663253731868579
19,19,19,0,296.4313657001527,0.05798201215606843
19,19,19,0,295.8525976370857,0.06903125422539229
19,19,19,0,296.0549977449671,0.06652843283953185
3,3,3,0,296.1954371322617,0.06394850663683727
19,19,19,0,295.38211442799224,0.07095985315583064
3,19,19,0,295.43380456396267,0.06776386576237196
3,3,3,0,296.2240907206532,0.0590818358197005
19,19,19,0,295.8951288910185,0.06024274679364675
19,19,19,0,296.1839650333922,0.05997206099174335
19,19,19,0,296.2910396180262,0.05908161106051916
3,3,3,0,296.39095551005715,0.06047802495302671
3,3,3,0,296.1796819724588,0.0638878626360686
3,3,15,0,295.50546124478194,0.06833616596800003
3,3,3,0,296.03609287388434,0.060122015102127335
19,19,19,0,296.03597852518675,0.06664504684350803
3,3,3,0,295.4161939024695,0.07072840707840437
19,19,19,0,296.01221224652994,0.06503045884114418
19,19,19,0,295.59652691871065,0.07163949635964546
3,3,3,0,296.1680858864515,0.06355293544473166
3,3,3,0,295.56311433220884,0.07028252956610832
19,19,19,0,295.82059447864657,0.06956686653039768
19,19,19,0,295.6922594926141,0.07117064746560568
3,3,3,0,296.3176169374014,0.06561754348220343
19,19,19,0,296.098189145675,0.06038353793165996
19,19,19,0,296.4371863690117,0.050881633682468674
19,19,19,0,295.39927575728,0.06985048654021735
3,3,3,0,296.352501086474,0.06058307068886274
3,3,3,0,296.2860594346753,0.05992857691985284
4,4,4,0,296.2149440350857,0.06528349297585005
19,19,19,0,296.2234977799392,0.0640605062478971
3,3,3,0,296.4584827055405,0.06105617262265994
3,3,3,0,295.975639994232,0.06588549740455463
19,19,19,0,296.0236567889304,0.061845467262883126
19,19,19,0,296.12444561067935,0.06359560491981024
3,3,3,0,296.3054250076567,0.05818792385202561
19,15,15,0,295.87309897945187,0.06458404737057204
3,3,3,0,296.6360375959931,0.06734384797356441
19,19,19,0,295.5977707512254,0.06813359585744057
3,3,3,0,296.39095551005715,0.06047802495302671
19,19,19,0,295.8005773663732,0.07012366207780356
3,3,3,0,296.5007630313808,0.0673757799202394
19,15,15,0,295.9649225665421,0.06527516819379642
3,3,3,0,295.8395876398626,0.06165585867903545
19,19,19,0,296.2176529871943,0.0625429173543246
4,4,4,0,295.6849939305275,0.07338055424235179
3,3,3,0,295.71774693803474,0.06122518159292056
3,3,3,0,296.3079814244283,0.059212505343972786
3,3,3,0,296.3749566184916,0.059937989486673615
19,19,19,0,295.6202185400031,0.06313532046816661
19,19,19,0,296.08119056322556,0.06452904842636897
19,19,15,0,295.7364388466372,0.06959292493603542
19,19,19,0,295.4445300932127,0.07175296249331946
4,4,4,0,296.26087202307605,0.0621395677560758
19,19,19,0,295.40598436256465,0.06795005328796222
19,19,19,0,296.05145600759187,0.062173269215642556
15,15,15,0,295.8189378517891,0.066356479648172
19,19,19,0,295.6972075043299,0.06474013206702385
15,15,15,0,295.7003038811977,0.07401760744394774
19,19,19,0,296.4335916620826,0.05249607018969371
19,19,19,0,295.40622277459016,0.06602148912689998
3,3,3,0,295.72014548791407,0.06671640105388477
3,3,3,0,296.14254751126276,0.06282436427813683
15,15,15,0,295.6872735904703,0.06407714587789688
19,19,19,0,295.62132868181374,0.07389605246327235
19,19,19,0,296.01777485911043,0.0654905197753699
3,3,3,0,295.89996309063713,0.06817042407733116
19,19,15,0,296.42856470723973,0.06382974686564917
3,3,3,0,296.2562852085788,0.060900275432486474
19,19,19,0,295.5123432104792,0.06495196200750186
19,19,19,0,296.3624606857418,0.060297138515531166
19,19,19,0,295.89504993079254,0.06902914943637366
19,19,19,0,295.52623158464405,0.07207923211000278
19,19,19,0,295.4012026798846,0.07052072959484572
19,19,19,0,296.3749566184916,0.059937989486673615
3,3,3,0,296.5792050757377,0.061029832336722954
3,3,3,0,296.5792050757377,0.061029832336722954
19,19,19,0,296.2887641279265,0.06218112336935514
3,3,3,0,296.1954371322617,0.06394850663683727
3,3,3,0,295.8681798488588,0.06941945306799724
3,3,3,0,296.58298378029036,0.06752212422432417
19,19,19,0,295.7753985758358,0.07040753416560008
3,3,3,0,296.3760481804493,0.059794945789793275
66,15,15,0,296.3079814244283,0.059212505343972786
3,3,3,0,295.6111209382882,0.07152875589670653
3,3,3,0,296.47919149803687,0.060679122332154854
4,4,4,0,296.4010254430746,0.061678802741983674
3,3,3,0,295.6464103589879,0.07121935066920433
19,19,19,0,295.66256281357835,0.06059097823840295
19,19,19,0,295.81044760130095,0.06527525015018298
3,3,3,0,296.25943989183634,0.06192827549916421
19,19,19,0,295.8376693202151,0.0640197925502252
19,19,19,0,295.7326201711357,0.071630383057812
19,19,19,0,295.46168327115254,0.06893228443803305
19,19,19,0,296.352501086474,0.06058307068886274
19,19,19,0,295.4161939024695,0.07072840707840437
3,3,3,0,296.462438322529,0.06613405001503143
19,19,19,0,296.1796819724588,0.0638878626360686
3,3,3,0,296.6060147886139,0.06400299645803287
3,3,3,0,296.6360375959931,0.06734384797356441
3,3,3,0,296.6165030718252,0.0685778118902635
3,3,3,0,296.13609102595717,0.06210892103455379
19,19,19,0,296.2176529871943,0.0625429173543246
19,19,19,0,296.3180227604646,0.060508124056874855
3,3,3,0,296.0176068900989,0.06397034180503998
15,15,15,0,295.62132868181374,0.07389605246327235
3,3,3,0,295.89996309063713,0.06817042407733116
19,19,19,0,296.1780078839594,0.06172893645705694
19,19,19,0,295.6057913614195,0.07006339557311847
19,19,19,0,295.6464103589879,0.07121935066920433
4,4,4,0,296.2149440350857,0.06528349297585005
19,19,19,0,295.8005773663732,0.07012366207780356
19,19,19,0,295.4781212472132,0.06855139834028397
19,19,19,0,296.37682542480496,0.060638473206181466
3,3,3,0,296.514977561046,0.06014819768410836
19,19,19,0,296.25383339771184,0.061302285167991265
19,19,19,0,296.5449520112714,0.049394440674204766
19,19,19,0,295.4161939024695,0.07072840707840437
19,19,19,0,295.6872735904703,0.06407714587789688
19,19,19,0,295.52996836848206,0.06147282274903768
3,3,3,0,295.6300685729556,0.06883126077395592
3,3,3,0,296.33190825574553,0.06626595136862908
19,19,19,0,296.2713806556142,0.06352298907778575
3,3,3,0,295.7411555813028,0.06098082614284669
3,3,3,0,296.5252283409824,0.06502454804720396
3,3,3,0,295.7296802987884,0.07209816279353613
19,15,15,0,296.2168276632887,0.06198758336247915
19,19,19,0,295.478875589744,0.06774764833193932
3,3,3,0,295.6161575612428,0.06770514897845104
19,19,19,0,295.87955090667117,0.06792448165359015
19,19,19,0,295.6464103589879,0.07121935066920433
3,3,3,0,296.58298378029036,0.06752212422432417
3,3,3,0,296.3176169374014,0.06561754348220343
19,19,19,0,295.6381372068768,0.0729336684181483
4,4,4,0,295.8525976370857,0.06903125422539229
19,19,19,0,296.0906256307912,0.06385001865368996
19,19,19,0,296.22604518489123,0.06054741221012586
3,3,3,0,295.7753985758358,0.07040753416560008
19,19,19,0,296.12444561067935,0.06359560491981024
3,3,3,0,296.5007630313808,0.0673757799202394
3,3,3,0,295.7899147898591,0.07045362842422638
3,3,3,0,295.8374012918185,0.06742417516650671
19,19,19,0,295.8709299200502,0.0675828613573503
3,3,3,0,296.6060147886139,0.06400299645803287
19,19,19,0,296.25943989183634,0.06192827549916421
19,19,19,0,295.4267408363094,0.07075663360299582
19,19,19,0,295.52623158464405,0.07207923211000278
3,3,3,0,296.4371863690117,0.050881633682468674
3,3,3,0,296.5252283409824,0.06502454804720396
3,3,3,0,296.0564993516303,0.05964094477238172
3,3,3,0,296.2860594346753,0.05992857691985284
3,3,3,0,296.2479752636317,0.06222383878968074
15,15,15,0,296.4102911292178,0.05997725528818284
3,3,3,0,296.3180227604646,0.060508124056874855
19,19,19,0,295.9527129335093,0.062400120768367394
3,3,3,0,296.23253236630643,0.06089196927688434
3,3,3,0,296.14090036342435,0.06256775510650787
19,19,19,0,295.4012026798846,0.07052072959484572
19,19,19,0,295.81724968871794,0.07028098977945163
19,19,19,0,296.2168276632887,0.06198758336247915
3,3,3,0,296.05145600759187,0.062173269215642556
19,19,19,0,295.8525976370857,0.06903125422539229
3,3,3,0,296.4584827055405,0.06105617262265994
3,3,3,0,296.2521072277901,0.06019686736009433
3,3,3,0,296.0390995346296,0.06735998965642764
3,3,3,0,296.42856470723973,0.06382974686564917
19,19,19,0,295.56311433220884,0.07028252956610832
3,3,3,0,296.6165030718252,0.0685778118902635
3,3,3,0,296.5459603383044,0.056217544549126565
3,3,3,0,296.3760481804493,0.059794945789793275
3,3,4,0,295.93546360275616,0.06634235086383337
3,3,3,0,295.82051239135274,0.06284780132116789
19,19,19,0,296.13609102595717,0.06210892103455379
3,3,3,0,296.5703685110237,0.06814280229153151
19,19,19,0,295.7296802987884,0.07209816279353613
3,3,3,0,296.3439801240348,0.05331229122819418
3,3,3,0,296.33190825574553,0.06626595136862908
3,3,3,0,296.4010254430746,0.061678802741983674
3,3,3,0,296.20502081124215,0.06516540624044254
3,3,3,0,296.3624606857418,0.060297138515531166
3,3,3,0,295.5123432104792,0.06495196200750186
15,3,19,0,296.39095551005715,0.06047802495302671
25,25,25,0,295.8483912951787,0.06222365128340238
3,3,3,0,296.2411590453176,0.06045542485854938
3,3,3,0,296.6360375959931,0.06734384797356441
4,4,15,0,296.12700256304555,0.06485491571170006
3,3,3,0,296.2089079214037,0.06014014857353681
3,3,3,0,296.23104397324033,0.06413080992640967
19,19,19,0,296.16231737294197,0.061182262523391984
3,3,3,0,296.1680858864515,0.06355293544473166
4,4,4,0,296.2479752636317,0.06222383878968074
3,3,3,0,296.19934586913064,0.06193427694183503
19,19,19,0,295.46168327115254,0.06893228443803305
3,3,3,0,296.340564208146,0.06292389410080428
3,3,3,0,296.0716358164129,0.06359066891016478
19,19,19,0,296.0840860144109,0.06316041029832675
19,19,19,0,295.5252683941564,0.06948257811210468
19,19,19,0,295.88065374025535,0.06264606691739871
19,19,19,0,295.9365501074936,0.06276475590807114
3,3,3,0,296.20786645313336,0.06383999886455054
3,3,3,0,296.33010316331587,0.06015317343018367
19,19,19,0,295.98158801190215,0.0647704584135802
3,3,3,0,296.05145600759187,0.062173269215642556
3,3,3,0,296.1680858864515,0.06355293544473166
4,4,4,0,295.6202185400031,0.06313532046816661
3,3,3,0,295.6381372068768,0.0729336684181483
3,3,3,0,296.0564993516303,0.05964094477238172
3,3,3,0,296.0994625980812,0.06381345741293742
19,19,19,0,295.87955090667117,0.06792448165359015
19,19,19,0,296.14925246821764,0.05902617004853402
19,19,19,0,295.7250532244229,0.07192728248578224
3,3,3,0,295.87309897945187,0.06458404737057204
3,3,3,0,296.1794279799102,0.05882265123071188
3,3,3,0,296.0906256307912,0.06385001865368996
15,15,15,0,296.3760481804493,0.059794945789793275
15,19,19,0,296.34195579839314,0.06051368343176359
19,19,19,0,296.0629448517141,0.06685742191813304
3,3,3,0,296.11850166503694,0.06049941184463018
3,3,3,0,295.71774693803474,0.06122518159292056
15,15,15,0,296.1227639652667,0.06228793613455608
19,19,4,0,295.8525976370857,0.06903125422539229
3,19,19,0,296.1366946501495,0.0635601674749644
3,3,3,0,296.3054250076567,0.05818792385202561
19,19,19,0,295.4916598710486,0.06663253731868579
3,3,3,0,296.5076519816845,0.05171100251219585
3,3,3,0,296.31698011916666,0.059519936167616784
19,19,15,0,295.6057913614195,0.07006339557311847
25,25,15,0,295.81724968871794,0.07028098977945163
3,3,3,0,296.26087202307605,0.0621395677560758
19,19,19,0,295.5088874687298,0.06794245245398993
19,19,19,0,295.46168327115254,0.06893228443803305
19,19,19,0,295.58609524106174,0.06202957483472341
19,19,19,0,295.90494730276606,0.061581789973794564
3,19,19,0,296.4988583641156,0.05230809204123332
19,19,19,0,296.22604518489123,0.06054741221012586
19,19,19,0,296.0150471300099,0.06269069962046458
3,3,3,0,296.14254751126276,0.06282436427813683
3,3,3,0,295.4916598710486,0.06663253731868579
19,19,19,0,295.81793328825137,0.0621839819087775
3,3,3,0,296.3760481804493,0.059794945789793275
19,19,19,0,295.4012026798846,0.07052072959484572
19,19,19,0,295.8554143392656,0.06860979102394893
3,3,3,0,296.01221224652994,0.06503045884114418
19,19,19,0,295.6872735904703,0.06407714587789688
3,19,19,0,296.46707209811365,0.0494552423789294
4,4,4,0,295.48789743071944,0.06504611747803206
19,19,19,0,295.4928121319701,0.06663944028160884
3,3,3,0,295.9028054676642,0.06568623286825333
3,3,3,0,296.3990144570079,0.06704005054972484
3,3,3,0,296.5122913820185,0.05371758170268848
19,19,19,0,296.3654169935519,0.059343949728627145
3,3,3,0,295.99110535283677,0.06158329250754827
15,15,15,0,295.8951288910185,0.06024274679364675
19,19,19,0,295.9527129335093,0.062400120768367394
3,3,3,0,296.3624606857418,0.060297138515531166
3,3,3,0,295.8304949869917,0.06151896419467443
19,19,19,0,296.3990144570079,0.06704005054972484
19,19,19,0,296.2383239181798,0.06480208116116042
4,4,4,0,296.25803700783484,0.05785682874264234
3,3,3,0,296.26087202307605,0.0621395677560758
19,19,19,0,296.3896595961201,0.05930968202493503
19,19,19,0,295.46168327115254,0.06893228443803305
4,3,3,0,296.26087202307605,0.0621395677560758
19,19,19,0,295.62132868181374,0.07389605246327235
19,19,19,0,296.16231737294197,0.061182262523391984
19,19,19,0,296.0566614122535,0.06229094989440753
15,15,4,0,295.84807211120926,0.06181411149444097
3,3,3,0,296.2860594346753,0.05992857691985284
3,3,3,0,295.8525976370857,0.06903125422539229
3,3,3,0,295.5937097025611,0.07344740085146739
19,19,19,0,295.6570842677287,0.07099479141177649
3,3,3,0,295.7326201711357,0.071630383057812
19,19,19,0,295.88065374025535,0.06264606691739871
3,3,3,0,296.363658737489,0.05506578040462647
19,19,19,0,296.08119056322556,0.06452904842636897
19,19,19,0,295.9527129335093,0.062400120768367394
3,3,3,0,296.37119444394807,0.06272047214052989
19,19,19,0,295.8005773663732,0.07012366207780356
19,19,19,0,296.37074955340614,0.057791185402293145
3,3,3,0,296.4313657001527,0.05798201215606843
77,4,77,1,296.34195579839314,0.06051368343176359
3,4,3,1,296.23253236630643,0.06089196927688434
4,19,4,1,295.8525976370857,0.06903125422539229
4,19,4,1,295.80633480992145,0.0690990582341146
15,19,15,1,296.0566614122535,0.06229094989440753
3,4,3,1,295.7326201711357,0.071630383057812
15,19,15,1,296.2176529871943,0.0625429173543246
19,15,19,1,296.352501086474,0.06058307068886274
4,19,4,1,295.8357693616565,0.06841514212232742
4,19,4,1,296.2168276632887,0.06198758336247915
15,19,15,1,296.2562852085788,0.060900275432486474
4,19,4,1,296.20502081124215,0.06516540624044254
15,19,15,1,295.7899147898591,0.07045362842422638
4,19,4,1,295.4267408363094,0.07075663360299582
4,19,4,1,296.16231737294197,0.061182262523391984
19,15,19,1,295.8357693616565,0.06841514212232742
15,19,15,1,295.8374012918185,0.06742417516650671
11,15,11,1,295.7296802987884,0.07209816279353613
3,19,3,1,295.76974029524314,0.06296027901114935
15,19,15,1,296.363658737489,0.05506578040462647
15,19,15,1,295.8376693202151,0.0640197925502252
4,19,4,1,295.56311433220884,0.07028252956610832
15,19,15,1,295.72014548791407,0.06671640105388477
15,19,15,1,295.98677998722025,0.06128423613649522
15,19,15,1,296.5252283409824,0.06502454804720396
4,19,4,1,296.5792050757377,0.061029832336722954
4,19,4,1,296.3854652092885,0.05512205463987504
4,19,4,1,296.39095551005715,0.06047802495302671
15,19,15,1,296.2562852085788,0.060900275432486474
3,19,3,1,295.7753985758358,0.07040753416560008
15,19,15,1,296.33686402956016,0.05722384852510606
15,19,15,1,295.72014548791407,0.06671640105388477
3,15,3,1,295.81724968871794,0.07028098977945163
19,3,19,1,295.7296802987884,0.07209816279353613
15,19,15,1,295.7456560016214,0.0724591247970056
15,19,15,1,296.37682542480496,0.060638473206181466
19,3,19,1,295.6972075043299,0.06474013206702385
15,19,15,1,295.63721070386663,0.07072223551414325
15,19,15,1,295.71774693803474,0.06122518159292056
4,19,4,1,295.3973865787576,0.07160800648075256
15,19,15,1,296.3624606857418,0.060297138515531166
19,3,19,1,295.73642362116567,0.06169310785672977
3,19,3,1,296.4335916620826,0.05249607018969371
19,15,19,1,295.73642362116567,0.06169310785672977
15,19,15,1,296.352501086474,0.06058307068886274
15,19,15,1,295.8951288910185,0.06024274679364675
3,19,3,1,296.6080175677616,0.05201191283605411
15,19,15,1,296.3732706128861,0.055703836951076134
15,19,15,1,295.87309897945187,0.06458404737057204
15,19,15,1,296.4988583641156,0.05230809204123332
15,19,15,1,295.975639994232,0.06588549740455463
4,19,4,1,296.3708067290122,0.053018925858953736
15,19,15,1,295.8304949869917,0.06151896419467443
3,4,3,1,295.8554143392656,0.06860979102394893
15,19,15,1,296.4102911292178,0.05997725528818284
15,19,15,1,295.81793328825137,0.0621839819087775
15,19,15,1,296.2383239181798,0.06480208116116042
15,19,15,1,296.0601326613531,0.06427191398880794
15,19,15,1,296.3760481804493,0.059794945789793275
15,19,15,1,296.59068830843756,0.060124181979317605
15,19,15,1,296.5007630313808,0.0673757799202394
4,19,4,1,296.0608440232955,0.0629677991304985
15,19,15,1,296.2562852085788,0.060900275432486474
3,25,3,1,296.2521072277901,0.06019686736009433
15,19,15,1,296.4988583641156,0.05230809204123332
4,15,4,1,295.69048662361877,0.06386137582204654
15,19,15,1,296.2168276632887,0.06198758336247915
4,19,4,1,296.1680858864515,0.06355293544473166
15,19,15,1,295.68733248173936,0.07122493984641547
15,19,15,1,296.0514572952821,0.06538165437521452
3,19,3,1,296.20786645313336,0.06383999886455054
15,19,15,1,296.33190825574553,0.06626595136862908
15,19,15,1,296.2222327351114,0.05907583437702968
3,19,3,1,295.81640015970726,0.06879090842944298
15,19,15,1,295.9242201122676,0.06295475564740016
15,19,15,1,295.8374012918185,0.06742417516650671
15,19,15,1,296.2168276632887,0.06198758336247915
15,19,15,1,295.975639994232,0.06588549740455463
3,19,3,1,296.4335916620826,0.05249607018969371
15,19,15,1,296.55557267285445,0.05005725301645114
3,19,3,1,295.76974029524314,0.06296027901114935
4,19,4,1,295.39927575728,0.06985048654021735
15,19,15,1,296.39095551005715,0.06047802495302671
3,19,3,1,295.9242201122676,0.06295475564740016
15,19,15,1,295.8483912951787,0.06222365128340238
15,19,15,1,296.2168276632887,0.06198758336247915
4,3,4,1,296.4067126417536,0.055131460997878655
3,19,3,1,296.3896595961201,0.05930968202493503
19,3,19,1,296.0716358164129,0.06359066891016478
15,19,15,1,295.71774693803474,0.06122518159292056
15,19,15,1,296.5007630313808,0.0673757799202394
19,4,19,1,296.3708067290122,0.053018925858953736
15,19,15,1,295.7326201711357,0.071630383057812
15,19,15,1,296.4402820252156,0.058735822164435326
3,19,3,1,295.9784734127475,0.06024881280801608
63,4,63,1,296.55557267285445,0.05005725301645114
15,19,15,1,295.82051239135274,0.06284780132116789
15,19,15,1,295.93546360275616,0.06634235086383337
15,19,15,1,295.77221229400425,0.06494706325075938
4,3,4,1,295.549356539282,0.06715067304513767
15,19,15,1,295.975639994232,0.06588549740455463
3,4,3,1,296.462438322529,0.06613405001503143
15,19,15,1,295.76069983443386,0.0698131988678566
4,3,4,1,296.2172043233505,0.06069794994932328
15,19,15,1,295.9957205254348,0.06399711546641502
15,19,15,1,296.4402820252156,0.058735822164435326
15,19,15,1,295.8374012918185,0.06742417516650671
66,3,66,1,295.9180068666313,0.06065890642346853
15,19,15,1,296.39095551005715,0.06047802495302671
3,19,3,1,296.5444543297072,0.05865535961927885
