classification_2020,temperature_2m,total_precipitation_sum
3,296.5841916276357,0.06632733421864027
4,296.39095551005715,0.06047802495302671
19,295.5206579752749,0.06658388875267818
3,296.2816550552735,0.05871436945936992
19,295.4445300932127,0.07175296249331946
3,296.464069851875,0.06805626007260794
3,296.3054250076567,0.05818792385202561
3,295.9957205254348,0.06399711546641502
3,295.92508291622977,0.06568019044738922
19,296.1366946501495,0.0635601674749644
63,296.2887641279265,0.06218112336935514
3,295.71774693803474,0.06122518159292056
19,295.5124200077074,0.06382278802337164
3,296.09744774869256,0.058971588336844384
3,295.52623158464405,0.07207923211000278
